customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4394-FFWKH,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.56,1376.57,Yes
8086-KUIJE,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.67,1235.54,Yes
5496-EPDWS,Female,1,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,88.37,5214.15,No
8679-SLUIE,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.7,1659.28,Yes
7608-TRHPO,Male,0,Yes,No,28,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,57.64,1623.16,No
5991-CCOAR,Female,1,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.86,89.05,Yes
3572-ZDKTK,Male,1,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,73.23,1617.55,Yes
5044-NXWLO,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,94.49,3393.55,No
1715-GWHQH,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.78,735.69,No
7719-LGNMB,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),98.42,5699.72,No
4969-SLMHE,Male,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,79.57,3827.21,No
8242-SVVQS,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.11,112.9,Yes
4148-RBYCV,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.12,1564.69,No
8010-DFJEK,Female,1,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.92,3565.12,No
3809-GCIQK,Male,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.68,1084.57,No
7264-NTNSA,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.02,953.02,No
8270-TIHQT,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.71,2007.3,No
5068-USFWN,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.69,30.2,Yes
9992-VYGCS,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),84.99,2033.12,Yes
9278-PLEYM,Female,0,Yes,No,45,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),75.81,3411.07,Yes
8688-FXAWS,Female,0,No,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.92,1012.08,No
2167-KBXKO,Male,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.61,2081.26,Yes
1462-SQGLR,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.5,94.16,Yes
6045-TTYWC,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.62,1629.01,Yes
3795-EEDMN,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,80.89,4525.38,Yes
4846-MRCBT,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.0,1959.34,No
7528-JBJIC,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.57,456.62,Yes
6278-AJBUI,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.93,83.0,No
7305-HFDNO,Male,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.53,507.52,Yes
6349-XTFGM,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.3,80.12,Yes
6574-TYTDJ,Female,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,76.69,1456.32,Yes
5863-VMLPD,Male,0,No,No,54,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),63.76,3447.38,No
4687-SBWEM,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.41,320.51,Yes
9978-KDTPU,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.05,1022.84,Yes
1149-JWCUW,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.97,4181.22,No
7619-GDKHP,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.61,469.1,No
4685-AOOHT,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),101.32,614.66,Yes
3033-TFRDW,Male,1,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,86.42,5436.95,No
9919-EZRGB,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.5,731.15,No
4539-PHSKO,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,78.1,774.07,No
8104-JZGHN,Female,1,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.37,80.07,No
4640-JCYES,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.76,248.23,No
3797-ITEUR,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,79.39,712.87,Yes
8191-ZUNHL,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.72,677.4,Yes
1175-ZLNTM,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.22,618.4,No
9652-RBLEY,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.48,115.33,No
6537-XGOTD,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.64,2961.56,Yes
4050-KALFN,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,80.68,5400.95,No
8198-EJLJW,Male,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),91.59,182.96,Yes
3087-ITWNY,Female,1,Yes,No,15,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.41,1152.8,Yes
3498-SEHCG,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.95,107.53,Yes
4270-CBKHQ,Male,0,No,No,46,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),64.23,2962.48,Yes
1008-BTFMX,Male,0,No,No,20,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.66,1718.03,Yes
9664-PGHPC,Male,1,Yes,Yes,15,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),90.95,1358.29,Yes
1717-DKSXT,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.45,89.57,Yes
4116-TKRWZ,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.4,256.01,Yes
9602-GWHGD,Male,1,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.16,4510.16,Yes
9999-GDXHZ,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.61,1521.04,No
5216-WQOVF,Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.84,1959.08,Yes
3973-LVEOY,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.5,2934.54,No
1193-PJAVT,Male,1,Yes,Yes,7,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.08,682.71,Yes
4994-BRQDV,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.13,86.71,Yes
2841-MZFYH,Male,0,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.02,855.38,No
3971-RDRHV,Female,0,No,No,63,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.23,5753.43,No
2102-CLSDI,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),91.69,5776.32,No
4770-KPKPS,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.79,424.11,Yes
6723-JWUDL,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.48,1202.33,Yes
2736-RBVWA,Female,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.22,3611.7,Yes
2822-EWATN,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.89,356.06,Yes
1917-FETOV,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.02,3769.69,Yes
5623-ECFAX,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.76,647.25,Yes
6152-TSZSC,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,83.43,3746.22,No
4533-URTEZ,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.49,1139.69,Yes
6071-OZUCC,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.45,790.18,No
5226-ZZTLY,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),60.53,1024.27,No
1699-QQTGV,Male,1,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.94,867.51,Yes
8632-MNVCE,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.59,321.24,No
8802-CLOYD,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.35,1288.31,Yes
2134-HCWLK,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),81.41,3908.39,No
8156-JSKAU,Male,1,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,64.96,3966.04,Yes
1060-ZYWQQ,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.08,5940.49,Yes
3043-SQLKJ,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.88,916.66,No
7251-HRRQS,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,72.11,71.2,Yes
4204-WYJUM,Female,1,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.54,805.63,No
4957-AXAAU,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.02,461.46,Yes
4784-CUNQU,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.71,330.74,Yes
6867-EQFFV,Female,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.55,268.24,Yes
3323-HXCMJ,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.05,201.75,No
8387-VEAEO,Male,1,No,No,11,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,71.59,792.71,Yes
6978-CFIFS,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.34,41.52,Yes
7552-XGFVS,Female,1,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),60.15,602.84,Yes
2052-LXYGK,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),73.61,3897.7,Yes
6388-FOIGB,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.49,162.79,Yes
3033-LPPGA,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),99.62,95.11,No
7559-CUMBH,Female,0,Yes,No,39,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),83.31,3253.58,Yes
2442-EXJXZ,Male,0,Yes,Yes,39,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),56.6,2203.79,Yes
7771-QRNGM,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.3,301.91,Yes
2278-BMFRM,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),103.88,422.88,Yes
7556-EHEHW,Male,1,Yes,No,20,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.77,1289.64,Yes
8059-NBHCQ,Female,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.88,2861.82,Yes
5513-FQSKC,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,88.85,625.58,Yes
6442-XDAMI,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.92,1292.89,Yes
2792-BARHF,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.95,588.25,No
6968-LVHIN,Female,1,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.97,1086.68,No
5487-WRXLY,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,88.17,6347.34,No
6685-HZMRM,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.42,219.12,Yes
6010-AJVBD,Female,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.24,5544.17,No
7539-ZCGHI,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),98.83,5141.73,No
7159-UVCNS,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.93,104.54,Yes
9900-XWBVD,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.67,1864.13,No
8888-RWDPN,Male,0,Yes,No,14,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,86.57,1201.98,Yes
2983-NGCAN,Female,1,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.11,374.73,No
3018-LQEVR,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),66.74,2264.83,Yes
7380-AHQXQ,Male,0,No,No,19,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.74,1481.18,Yes
2028-EDROL,Male,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.88,575.96,No
9306-UNDIY,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,102.91,5974.95,No
4876-CWSJZ,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),96.67,99.42,Yes
4206-GLHFE,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),101.95,96.1,Yes
9205-JQODB,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.15,1984.23,No
4670-VHVKJ,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.3,719.69,Yes
3282-FVITX,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,37.75,1927.21,No
2320-XMDSC,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,103.76,198.56,Yes
3051-LLDLX,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.94,2258.76,No
9785-OZASV,Male,1,No,No,57,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.28,4225.49,No
4372-MTJXF,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),89.4,4374.67,Yes
9535-FTFJV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),72.14,1506.63,Yes
7290-MWKBF,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.33,4486.16,No
1935-UOYYH,Female,0,No,No,66,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,71.86,4738.68,No
1632-QJRUV,Male,1,No,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.4,3163.09,Yes
1959-PCXOY,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.73,1611.24,Yes
2875-RENLI,Male,1,No,No,18,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.57,1189.81,Yes
7084-VRBLH,Male,0,No,No,17,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.56,1190.03,No
6129-NUNPI,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),102.58,2455.82,Yes
4998-IUZGI,Male,0,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.93,2136.36,No
3052-YGXRR,Female,0,No,No,46,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,79.83,3670.55,No
8698-TDALR,Male,1,No,No,8,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.96,674.01,No
1741-BXYXQ,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.76,530.32,No
8430-JLNPY,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.15,4917.67,No
6150-CHDHL,Male,0,No,No,16,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,74.14,1194.29,No
9844-NFMVJ,Female,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.32,1962.5,No
2908-ZUTFB,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,100.75,4435.55,Yes
7163-WFFMM,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,83.09,78.35,Yes
4845-QMREH,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),96.1,4131.24,Yes
7960-DMICS,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),91.3,3018.34,Yes
6203-KVLGB,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.11,280.39,Yes
2807-YPIPA,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.27,187.99,Yes
4251-ZVKSH,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.23,675.24,Yes
9216-KMEHF,Male,1,Yes,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.48,2066.72,Yes
6114-ULTHL,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,64.91,3774.64,No
7106-TSLPA,Male,0,No,No,28,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),86.97,2426.84,Yes
8758-NVTBM,Female,0,No,No,24,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.8,1813.91,Yes
8913-NWZCC,Male,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.7,597.08,Yes
1151-HLHXR,Female,0,No,No,19,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.64,1384.56,No
3217-ESMIE,Female,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,97.72,5755.76,Yes
5656-VWPHQ,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.83,5016.21,No
8756-FAGFY,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.68,751.82,Yes
8728-INDOJ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.78,1254.55,No
3341-VOMUR,Female,0,Yes,Yes,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,83.98,5120.0,Yes
6085-IXXNA,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.45,653.62,Yes
9938-UAAXD,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,99.28,1295.39,Yes
6185-XEZSJ,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),112.04,2468.65,Yes
1052-IODMV,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,112.19,672.35,Yes
5042-IRYWT,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,99.89,3591.94,Yes
5334-CJJUN,Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.29,336.51,Yes
2889-NQMMI,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,63.94,61.1,Yes
9958-EAVLO,Female,0,No,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,64.82,850.68,Yes
7897-LHPPE,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),82.98,829.01,Yes
